page_number,text_content,asset_index,category,@image,x0,y0,x1,y1,width,height,source
8,"AGENCY The body becomes the first instrument of authorship before it becomes a subject for interpretation. A hand, a shoulder, a mouth, a turned face: the figure enters as pressure, not as explanation. It claims the page by being present, and that presence unsettles the viewer who has not yet been handed a rule for reading it. This is the oldest grammar of looking. In LeRoy McDermott's study of Upper Paleolithic female figurines, the strange proportions of the earliest carved bodies read not as another person's gaze but as self-representation, the body seen from within by the one who inhabits it.[1] Sight begins as ownership before it becomes display. A18 / RAW AGENCY Presence arrives before permission; the body speaks first. 09",0.0,Full-Page/Large Illustration,assets/page_8_img_0_xref_35.png,115.0,8.45111083984375,695.0,621.548828125,580.0,715.0,alexander-krivitskiy-GfOpUKdkMvo-unsplash.jpg
9,"AGENCY A figure can be partial and still be active. A cropped body still claims space; a single eye still returns the look. So the opening pages stay close, image-led, and a little uncomfortable, letting presence arrive before permission. Looking here is not passive reception. The eye learns by pressure, repetition, and contrast, and a body seen across a sequence becomes a pattern the viewer is slowly trained to recognize. Before culture explains the figure, the figure has already insisted on being seen. A24 / RAW AGENCY Sight folds into silence. 10",0.0,Standard Figure,assets/page_9_img_0_xref_38.png,115.0,548.2909912109375,695.0,1032.181982421875,580.0,905.0,alexander-krivitskiy-az7rqWLWkhI-unsplash.jpg
9,"AGENCY A figure can be partial and still be active. A cropped body still claims space; a single eye still returns the look. So the opening pages stay close, image-led, and a little uncomfortable, letting presence arrive before permission. Looking here is not passive reception. The eye learns by pressure, repetition, and contrast, and a body seen across a sequence becomes a pattern the viewer is slowly trained to recognize. Before culture explains the figure, the figure has already insisted on being seen. A24 / RAW AGENCY Sight folds into silence. 10",1.0,Standard Figure,assets/page_9_img_1_xref_39.png,115.0,54.4,695.0,538.2909912109375,580.0,697.0,amir-geshani-2JH8d3ChNec-unsplash.jpg
10,AGENCY / SEQUENCE A24 / RAW AGENCY Sight folds into silence. 11,0.0,Full-Page/Large Illustration,assets/page_10_img_0_xref_38.png,115.0,0.0,695.0,1215.0,580.0,869.0,andrea-farao-SgMC5xjjsfU-unsplash.jpg
11,AGENCY / SEQUENCE A27 / RAW AGENCY One eye survives the dark. 12,0.0,Standard Figure,assets/page_11_img_0_xref_32.png,115.0,54.4,695.0,398.4523071289062,580.0,386.0,andrey-zvyagintsev-T8IkNlQojCQ-unsplash.jpg
11,AGENCY / SEQUENCE A27 / RAW AGENCY One eye survives the dark. 12,1.0,Standard Figure,assets/page_11_img_1_xref_44.png,115.0,408.4523071289062,695.0,752.5046142578125,580.0,773.0,arielle-allouche-H82Rqe4griA-unsplash.jpg
11,AGENCY / SEQUENCE A27 / RAW AGENCY One eye survives the dark. 12,2.0,Standard Figure,assets/page_11_img_2_xref_45.png,115.0,762.5046142578125,695.0,1106.5569213867188,580.0,899.0,aris-rovas-jui9RSZdPVU-unsplash.jpg
12,AGENCY / SEQUENCE A30 / RAW AGENCY Vision becomes patched evidence. 13,0.0,Full-Page/Large Illustration,assets/page_12_img_0_xref_44.png,115.0,0.0,695.0,630.0,580.0,386.0,armin-lotfi-odh6diQdVLY-unsplash.jpg
13,AGENCY / SEQUENCE A33 / RAW AGENCY Presence arrives before permission; the body speaks first. 14,0.0,Standard Figure,assets/page_13_img_0_xref_50.png,115.0,54.4,695.0,398.4523071289062,580.0,870.0,baran-lotfollahi-LOBgOf8Rurg-unsplash.jpg
13,AGENCY / SEQUENCE A33 / RAW AGENCY Presence arrives before permission; the body speaks first. 14,1.0,Standard Figure,assets/page_13_img_1_xref_45.png,115.0,408.4523071289062,695.0,752.5046142578125,580.0,387.0,brunxs-monochrome-sPnIqdCPI9U-unsplash.jpg
13,AGENCY / SEQUENCE A33 / RAW AGENCY Presence arrives before permission; the body speaks first. 14,2.0,Standard Figure,assets/page_13_img_2_xref_51.png,115.0,762.5046142578125,695.0,1106.5569213867188,580.0,698.0,caleb-kastein-lmNz6-ICIM8-unsplash.jpg
14,AGENCY / SEQUENCE A36 / RAW AGENCY Presence arrives before permission; the body speaks first. 15,0.0,Full-Page/Large Illustration,assets/page_14_img_0_xref_51.png,115.0,0.0,695.0,1147.1280517578125,580.0,596.0,camila-quintero-franco-mC852jACK1g-unsplash.jpg
15,AGENCY / SEQUENCE A39 / RAW AGENCY Presence arrives before permission; the body speaks first. 16,0.0,Standard Figure,assets/page_15_img_0_xref_50.png,115.0,54.4,695.0,398.4523071289062,580.0,434.0,carl-cheng-o4L-veTcXHY-unsplash.jpg
15,AGENCY / SEQUENCE A39 / RAW AGENCY Presence arrives before permission; the body speaks first. 16,1.0,Standard Figure,assets/page_15_img_1_xref_56.png,115.0,408.4523071289062,695.0,752.5046142578125,580.0,773.0,cole-keister-D6zQt8NfIq4-unsplash.jpg
15,AGENCY / SEQUENCE A39 / RAW AGENCY Presence arrives before permission; the body speaks first. 16,2.0,Standard Figure,assets/page_15_img_2_xref_57.png,115.0,762.5046142578125,695.0,1106.5569213867188,580.0,772.0,daniel-apodaca-uriAVs6oi3Y-unsplash.jpg
16,"ARTICLE II Constraint The Rule / visibility as protocol Constraint is culture turning visibility into protocol: pose, costume, rank, and ritual teach a body how it may appear, and teach the viewer how to approve it. 17",0.0,Full-Page/Large Illustration,assets/page_16_img_0_xref_26.png,115.0,0.0,695.0,630.0,580.0,870.0,drew-dizzy-graham-cTKGZJTMJQU-unsplash.jpg
17,"CONSTRAINT Culture turns visibility into a protocol. Bodily force is no longer allowed to stand alone; it is arranged by posture, costume, rank, ritual, maternity, and inherited rules of display. A face still looks outward, but now it looks through an architecture of expectation. Elizabeth Mulley's study of Laura Muntz gives this constraint an intimate register: womanhood represented through maternity, care, loss, and symbolic burden, the body made legible by the roles it is asked to carry.[2] Mary Morrissy's account of Una Watters adds the everyday, where the woman is set inside ordinary weather, labor, and street life rather than idealized apart from it.[3] Constraint does not erase agency; it redirects it. A02 / SOCIAL CONSTRAINT The gaze glitches, but remains. 18",0.0,Full-Page/Large Illustration,assets/page_17_img_0_xref_62.png,115.0,54.3543701171875,695.0,575.6456909179688,580.0,871.0,elias-maurer-sSpLu7IPC8g-unsplash.jpg
18,"CONSTRAINT The body still carries force, but that force is shaped by who is permitted to look and who is expected to be seen. The viewer is disciplined too. Each repeated crop, pose, and symbol teaches a visual habit, until seeing is no longer simple contact but compliance, resistance, and learned interpretation happening at once. The room has rules, and the eye has already agreed to most of them before it knows that it is choosing to obey. A04 / SOCIAL CONSTRAINT The eye is edited out. 19",0.0,Standard Figure,assets/page_18_img_0_xref_26.png,115.0,54.4,695.0,306.0457061767578,580.0,869.0,elvis-kaiser-Rqbk5ez6Qa0-unsplash.jpg
18,"CONSTRAINT The body still carries force, but that force is shaped by who is permitted to look and who is expected to be seen. The viewer is disciplined too. Each repeated crop, pose, and symbol teaches a visual habit, until seeing is no longer simple contact but compliance, resistance, and learned interpretation happening at once. The room has rules, and the eye has already agreed to most of them before it knows that it is choosing to obey. A04 / SOCIAL CONSTRAINT The eye is edited out. 19",1.0,Standard Figure,assets/page_18_img_1_xref_65.png,115.0,316.0457061767578,695.0,567.6913970947265,580.0,821.0,enesh-taganova-IoXGIDqVqYQ-unsplash (1).jpg
19,CONSTRAINT / SEQUENCE A04 / SOCIAL CONSTRAINT The eye is edited out. 20,0.0,Full-Page/Large Illustration,assets/page_19_img_0_xref_65.png,115.0,0.0,695.0,630.0,580.0,386.0,erik-mclean-gjtz5cKGEEw-unsplash.jpg
20,CONSTRAINT / SEQUENCE A05 / SOCIAL CONSTRAINT Bloom as blindfold. 21,0.0,Standard Figure,assets/page_20_img_0_xref_70.png,115.0,54.4,695.0,398.4523071289062,580.0,812.0,evilicio-inc-1HTY8zLsWLs-unsplash.jpg
20,CONSTRAINT / SEQUENCE A05 / SOCIAL CONSTRAINT Bloom as blindfold. 21,1.0,Full-Page/Large Illustration,assets/page_20_img_1_xref_71.png,115.0,408.4523071289062,695.0,752.5046142578125,580.0,750.0,evilicio-inc-RSgWh0jmGbo-unsplash.jpg
20,CONSTRAINT / SEQUENCE A05 / SOCIAL CONSTRAINT Bloom as blindfold. 21,2.0,Standard Figure,assets/page_20_img_2_xref_23.png,115.0,762.5046142578125,695.0,1106.5569213867188,580.0,869.0,flaviu-costin-Vr-sBbCWklc-unsplash.jpg
21,CONSTRAINT / SEQUENCE A06 / SOCIAL CONSTRAINT Defense becomes gesture. 22,0.0,Full-Page/Large Illustration,assets/page_21_img_0_xref_23.png,115.0,0.0,695.0,630.0,580.0,870.0,good-faces-R8VSYtyY2oE-unsplash.jpg
22,CONSTRAINT / SEQUENCE A07 / SOCIAL CONSTRAINT Adornment becomes armor. 23,0.0,Full-Page/Large Illustration,assets/page_22_img_0_xref_76.png,115.0,54.4,695.0,398.4523071289062,580.0,387.0,harry-quan-G1iYCeCW2EI-unsplash.jpg
22,CONSTRAINT / SEQUENCE A07 / SOCIAL CONSTRAINT Adornment becomes armor. 23,1.0,Full-Page/Large Illustration,assets/page_22_img_1_xref_71.png,115.0,408.4523071289062,695.0,752.5046142578125,580.0,773.0,igor-rand-GIW9CCL3HxA-unsplash.jpg
22,CONSTRAINT / SEQUENCE A07 / SOCIAL CONSTRAINT Adornment becomes armor. 23,2.0,Full-Page/Large Illustration,assets/page_22_img_2_xref_29.png,115.0,762.5046142578125,695.0,1106.5569213867188,580.0,869.0,ilya-mondryk-OCEeo0aYN1s-unsplash.jpg
23,CONSTRAINT / SEQUENCE A08 / SOCIAL CONSTRAINT A false eye performs the feeling. 24,0.0,Full-Page/Large Illustration,assets/page_23_img_0_xref_29.png,115.0,0.0,695.0,630.0,580.0,386.0,jan-kopriva-n3BtiYgu5NI-unsplash.jpg
24,CONSTRAINT / SEQUENCE A09 / SOCIAL CONSTRAINT The pose turns looking into a rule already agreed to. 25,0.0,Full-Page/Large Illustration,assets/page_24_img_0_xref_76.png,115.0,54.4,695.0,398.4523071289062,580.0,464.0,janko-ferlic-brZT6bdt6NA-unsplash.jpg
24,CONSTRAINT / SEQUENCE A09 / SOCIAL CONSTRAINT The pose turns looking into a rule already agreed to. 25,1.0,Standard Figure,assets/page_24_img_1_xref_22.png,115.0,408.4523071289062,695.0,752.5046142578125,580.0,725.0,liliya-grek-OaPOg0EAD2w-unsplash.jpg
24,CONSTRAINT / SEQUENCE A09 / SOCIAL CONSTRAINT The pose turns looking into a rule already agreed to. 25,2.0,Standard Figure,assets/page_24_img_2_xref_81.png,115.0,762.5046142578125,695.0,1106.5569213867188,580.0,869.0,mahdi-bafande-rw-AZxeky7Q-unsplash.jpg
25,CONSTRAINT / SEQUENCE A10 / SOCIAL CONSTRAINT Lace turns vision into trespass. 26,0.0,Full-Page/Large Illustration,assets/page_25_img_0_xref_81.png,115.0,0.0,695.0,1215.0,580.0,869.0,maria-budanova-pristavskaya-dk8OHEIfT9o-unsplash.jpg
26,"ARTICLE III Mediation The Veil / the tempo of access Mediation is the veil as an editing system: lace, shadow, fabric, and blur do not simply hide the body, they decide how slowly it is allowed to be seen. 27",0.0,Full-Page/Large Illustration,assets/page_26_img_0_xref_86.png,115.0,0.0,695.0,630.0,580.0,386.0,nikolay-hristov-5RUfRn7x-ME-unsplash.jpg
27,"MEDIATION The veil is an editing system, not a disappearance. Where the body and the rule meet a surface that can interrupt both, lace, shadow, fabric, blur, flowers, hair, and darkness become interfaces. They do not simply hide the figure; they decide how slowly it is allowed to arrive. A blocked face increases attention, because the viewer has to complete the missing information. Denial becomes structure. This is the logic the art of obstruction has always understood: Symbolism treats the visible world as a carrier for inward states, and Surrealism turns ordinary surfaces into dream pressure and psychological interruption.[4][5] The covered eye and the displaced face push the viewer toward interpretation rather than recognition. A01 / MEDIATION Beauty becomes the blindfold’s alibi. 28",0.0,Full-Page/Large Illustration,assets/page_27_img_0_xref_15.png,115.0,54.3543701171875,695.0,575.6456909179688,580.0,870.0,nina-zeynep-guler-fjJiVSX-BxM-unsplash.jpg
28,"MEDIATION So this section opens its grid and lets the images feel secretive, with more negative space and more surface. The body wants to appear; the rule wants to organize appearance; the veil controls the tempo of access. The point is not mystery for its own sake but cognitive pressure. A hidden gaze makes the eye work, and meaning arrives only through that effort. What is withheld is not absence; it is the part of the image still being decided. A20 / MEDIATION The gaze hides in green. 29",0.0,Standard Figure,assets/page_28_img_0_xref_91.png,115.0,54.4,695.0,306.0457061767578,580.0,580.0,noah-buscher-11lDEHFy_hA-unsplash.jpg
28,"MEDIATION So this section opens its grid and lets the images feel secretive, with more negative space and more surface. The body wants to appear; the rule wants to organize appearance; the veil controls the tempo of access. The point is not mystery for its own sake but cognitive pressure. A hidden gaze makes the eye work, and meaning arrives only through that effort. What is withheld is not absence; it is the part of the image still being decided. A20 / MEDIATION The gaze hides in green. 29",1.0,Standard Figure,assets/page_28_img_1_xref_86.png,115.0,316.0457061767578,695.0,567.6913970947265,580.0,725.0,ovie-ogege-6bwT4cI_UJs-unsplash.jpg
29,MEDIATION / SEQUENCE A20 / MEDIATION The gaze hides in green. 30,0.0,Full-Page/Large Illustration,assets/page_29_img_0_xref_86.png,115.0,0.0,695.0,630.0,580.0,866.0,see-plus-NP3s9BYOqAc-unsplash.jpg
30,"MEDIATION / SEQUENCE A23 / MEDIATION A surface intervenes, and sight has to earn the face. 31",0.0,Standard Figure,assets/page_30_img_0_xref_96.png,115.0,54.4,695.0,398.4523071289062,580.0,391.0,sunny-ng-oLpSNDeE83A-unsplash.jpg
30,"MEDIATION / SEQUENCE A23 / MEDIATION A surface intervenes, and sight has to earn the face. 31",1.0,Standard Figure,assets/page_30_img_1_xref_97.png,115.0,408.4523071289062,695.0,752.5046142578125,580.0,891.0,teslariu-mihai-tK-SzdDiUIs-unsplash.jpg
30,"MEDIATION / SEQUENCE A23 / MEDIATION A surface intervenes, and sight has to earn the face. 31",2.0,Standard Figure,assets/page_30_img_2_xref_98.png,115.0,762.5046142578125,695.0,1106.5569213867188,580.0,449.0,the-new-york-public-library-ndJV4ntdF6g-unsplash.jpg
31,"MEDIATION / SEQUENCE A26 / MEDIATION A surface intervenes, and sight has to earn the face. 32",0.0,Full-Page/Large Illustration,assets/page_31_img_0_xref_96.png,115.0,0.0,695.0,1152.5689697265625,580.0,544.0,thea-hdc-hwD_SVnZu7Q-unsplash.jpg
32,"MEDIATION / SEQUENCE A29 / MEDIATION A surface intervenes, and sight has to earn the face. 33",0.0,Standard Figure,assets/page_32_img_0_xref_103.png,115.0,54.4,695.0,398.4523071289062,580.0,435.0,umanoide-XJP9Ak1oqHw-unsplash.jpg
32,"MEDIATION / SEQUENCE A29 / MEDIATION A surface intervenes, and sight has to earn the face. 33",1.0,Standard Figure,assets/page_32_img_1_xref_104.png,115.0,408.4523071289062,695.0,752.5046142578125,580.0,870.0,umesh-soni-hpklBuuel_k-unsplash.jpg
32,"MEDIATION / SEQUENCE A29 / MEDIATION A surface intervenes, and sight has to earn the face. 33",2.0,Standard Figure,assets/page_32_img_2_xref_98.png,115.0,762.5046142578125,695.0,1106.5569213867188,580.0,869.0,valentin-lacoste-8PafowRW8mE-unsplash.jpg
33,MEDIATION / SEQUENCE A32 / MEDIATION Identity slips; the eye remains. 34,0.0,Full-Page/Large Illustration,assets/page_33_img_0_xref_104.png,115.0,0.0,695.0,630.0,580.0,414.0,zachary-kadolph-qBJgfnCTwbU-unsplash.jpg
34,"MEDIATION / SEQUENCE A35 / MEDIATION A surface intervenes, and sight has to earn the face. 35",0.0,Standard Figure,assets/page_34_img_0_xref_103.png,115.0,54.4,695.0,398.4523071289062,580.0,870.0,Extracted Placeholder
34,"MEDIATION / SEQUENCE A35 / MEDIATION A surface intervenes, and sight has to earn the face. 35",1.0,Standard Figure,assets/page_34_img_1_xref_109.png,115.0,408.4523071289062,695.0,752.5046142578125,580.0,870.0,Extracted Placeholder
34,"MEDIATION / SEQUENCE A35 / MEDIATION A surface intervenes, and sight has to earn the face. 35",2.0,Standard Figure,assets/page_34_img_2_xref_110.png,115.0,762.5046142578125,695.0,1106.5569213867188,580.0,776.79,Extracted Placeholder
35,"MEDIATION / SEQUENCE A38 / MEDIATION A surface intervenes, and sight has to earn the face. 36",0.0,Full-Page/Large Illustration,assets/page_35_img_0_xref_110.png,115.0,0.0,695.0,1084.821044921875,580.0,776.79,Extracted Placeholder
36,"MEDIATION / SEQUENCE A41 / MEDIATION One opening, one witness. 37",0.0,Standard Figure,assets/page_36_img_0_xref_115.png,115.0,54.4,695.0,398.4523071289062,580.0,345.42,Extracted Placeholder
36,"MEDIATION / SEQUENCE A41 / MEDIATION One opening, one witness. 37",1.0,Standard Figure,assets/page_36_img_1_xref_116.png,115.0,408.4523071289062,695.0,752.5046142578125,580.0,773.33,Extracted Placeholder
36,"MEDIATION / SEQUENCE A41 / MEDIATION One opening, one witness. 37",2.0,Standard Figure,assets/page_36_img_2_xref_109.png,115.0,762.5046142578125,695.0,1106.5569213867188,580.0,870.0,Extracted Placeholder
37,"MEDIATION / SEQUENCE A44 / MEDIATION A surface intervenes, and sight has to earn the face. 38",0.0,Full-Page/Large Illustration,assets/page_37_img_0_xref_116.png,115.0,0.0,695.0,1080.0,580.0,773.33,Extracted Placeholder
38,"ARTICLE IV Synthesis Sight that refuses to settle Synthesis is sight that refuses to settle: body, rule, and veil stay active at once, so looking stays unfinished and the image keeps its pressure. 39",0.0,Full-Page/Large Illustration,assets/page_38_img_0_xref_39.png,115.0,0.0,695.0,1215.0,580.0,870.0,Extracted Placeholder
39,"Unresolved Sight Sight becomes visceral when these forces remain active together. The final movement refuses to resolve the body, the rule, and the veil into a clean hierarchy. Agency begins the argument, constraint disciplines it, and mediation keeps it unresolved, and the image grows powerful precisely because no single force wins. This is the thesis the whole issue has been building toward: psychological pressure does not come from clear depiction. It comes from calculated revelation, the image negotiating what can be seen, how quickly, and what stays withheld even after attention has been spent. A01 / MEDIATION Beauty becomes the blindfold’s alibi. 40",0.0,Full-Page/Large Illustration,assets/page_39_img_0_xref_15.png,115.0,0.0,695.0,947.368408203125,580.0,678.36,Extracted Placeholder
40,"Looking never arrives clean. The body is present but not fully available. Culture is legible but never neutral. The veil interrupts, yet it also teaches the eye how to continue. So the closing pages keep the layout asymmetrical. Large images take authority; text presses beside them, slightly displaced. A symmetrical page would imply that sight had settled, and this argument needs sight to stay unstable, because instability is where looking turns 41",0.0,Full-Page/Large Illustration,assets/page_40_img_0_xref_62.png,115.0,325.0456909179687,695.0,846.33701171875,580.0,386.67,Extracted Placeholder
40,"Looking never arrives clean. The body is present but not fully available. Culture is legible but never neutral. The veil interrupts, yet it also teaches the eye how to continue. So the closing pages keep the layout asymmetrical. Large images take authority; text presses beside them, slightly displaced. A symmetrical page would imply that sight had settled, and this argument needs sight to stay unstable, because instability is where looking turns 41",1.0,Standard Figure,assets/page_40_img_1_xref_26.png,115.0,54.4,695.0,315.0456909179687,580.0,325.12,Extracted Placeholder
41,SYNTHESIS / SEQUENCE A03 / SOCIAL CONSTRAINT Beauty replaces sight. 42,0.0,Full-Page/Large Illustration,assets/page_41_img_0_xref_26.png,115.0,0.0,695.0,630.0,580.0,325.12,Extracted Placeholder
42,SYNTHESIS / SEQUENCE A04 / SOCIAL CONSTRAINT The eye is edited out. 43,0.0,Standard Figure,assets/page_42_img_0_xref_70.png,115.0,54.4,695.0,398.4523071289062,580.0,580.0,Extracted Placeholder
42,SYNTHESIS / SEQUENCE A04 / SOCIAL CONSTRAINT The eye is edited out. 43,1.0,Standard Figure,assets/page_42_img_1_xref_23.png,115.0,408.4523071289062,695.0,752.5046142578125,580.0,386.67,Extracted Placeholder
42,SYNTHESIS / SEQUENCE A04 / SOCIAL CONSTRAINT The eye is edited out. 43,2.0,Standard Figure,assets/page_42_img_2_xref_65.png,115.0,762.5046142578125,695.0,1106.5569213867188,580.0,386.67,Extracted Placeholder
43,SYNTHESIS / SEQUENCE A05 / SOCIAL CONSTRAINT Bloom as blindfold. 44,0.0,Full-Page/Large Illustration,assets/page_43_img_0_xref_70.png,115.0,0.0,695.0,810.0,580.0,580.0,Extracted Placeholder
44,SYNTHESIS / SEQUENCE A06 / SOCIAL CONSTRAINT Defense becomes gesture. 45,0.0,Full-Page/Large Illustration,assets/page_44_img_0_xref_71.png,115.0,54.4,695.0,398.4523071289062,580.0,325.12,Extracted Placeholder
44,SYNTHESIS / SEQUENCE A06 / SOCIAL CONSTRAINT Defense becomes gesture. 45,1.0,Standard Figure,assets/page_44_img_1_xref_23.png,115.0,408.4523071289062,695.0,752.5046142578125,580.0,386.67,Extracted Placeholder
44,SYNTHESIS / SEQUENCE A06 / SOCIAL CONSTRAINT Defense becomes gesture. 45,2.0,Full-Page/Large Illustration,assets/page_44_img_2_xref_29.png,115.0,762.5046142578125,695.0,1106.5569213867188,580.0,275.18,Extracted Placeholder
45,IMAGE SOURCE REGISTER A01 a01-mediation-a-photograph-of-an-attract Creator not verified - rights verify A02 a05-social-constraint-adobestock-1024472 Adobe Stock contributor not verified - rights verify A03 a06-social-constraint-adobestock-1040196 Adobe Stock contributor not verified - rights verify A04 a07-social-constraint-adobestock-1044937 Adobe Stock contributor not verified - rights verify A05 a08-social-constraint-adobestock-1225023 Adobe Stock contributor not verified - rights verify A06 a09-social-constraint-adobestock-1400762 Adobe Stock contributor not verified - rights verify A07 a10-social-constraint-adobestock-1462135 Adobe Stock contributor not verified - rights verify A08 a11-social-constraint-adobestock-2060670 Adobe Stock contributor not verified - rights verify A09 a12-social-constraint-adobestock-2682255 Adobe Stock contributor not verified - rights verify A10 a13-social-constraint-adobestock-3205007 Adobe Stock contributor not verified - rights verify A11 a14-social-constraint-adobestock-3680790 Adobe Stock contributor not verified - rights verify A12 a15-social-constraint-adobestock-3781984 Adobe Stock contributor not verified - rights verify A13 a16-social-constraint-adobestock-5655820 Adobe Stock contributor not verified - rights verify A14 a17-social-constraint-adobestock-7201569 Adobe Stock contributor not verified - rights verify A15 a18-social-constraint-adobestock-7309276 Adobe Stock contributor not verified - rights verify A16 a19-social-constraint-adobestock-9737213 Adobe Stock contributor not verified - rights verify A17 a20-mediation-alex-bracken-l1sjo7tmvec-u A20 Mediation Alex Bracken L1Sjo7Tmvec - rights verify A18 a21-raw-agency-alexander-krivitskiy-az7r A21 Raw Agency Alexander Krivitskiy Az - rights verify A19 a22-social-constraint-alexander-krivitsk A22 Social Constraint Alexander Krivit - rights verify A20 a23-mediation-allef-vinicius-dkrntf-jgtw A23 Mediation Allef Vinicius Dkrntf Jg - rights verify A21 a24-raw-agency-amir-geshani-2jh8d3chnec- A24 Raw Agency Amir Geshani 2Jh8D3Chne - rights verify A22 a25-social-constraint-andrey-zvyagintsev A25 Social Constraint Andrey Zvyagints - rights verify A23 a26-mediation-arielle-allouche-h82rqe4gr A26 Mediation Arielle Allouche H82Rqe4 - rights verify A24 a27-raw-agency-baran-lotfollahi-lobgof8r A27 Raw Agency Baran Lotfollahi Lobgof - rights verify A25 a28-social-constraint-birmingham-museums A28 Social Constraint Birmingham Museu - rights verify A26 a29-mediation-boston-public-library-grbf A29 Mediation Boston Public Library Gr - rights verify A27 a30-raw-agency-brunxs-monochrome-spniqdc A30 Raw Agency Brunxs Monochrome Spniq - rights verify A28 a31-social-constraint-caleb-kastein-lmnz A31 Social Constraint Caleb Kastein Lm - rights verify A29 a32-mediation-camila-quintero-franco-mc8 A32 Mediation Camila Quintero Franco M - rights verify A30 a33-raw-agency-carl-cheng-o4l-vetcxhy-un A33 Raw Agency Carl Cheng O4L Vetcxhy  - rights verify A31 a34-social-constraint-cole-keister-d6zqt A34 Social Constraint Cole Keister D6Z - rights verify A32 a35-mediation-darius-bashar-3xegkkbinck- A35 Mediation Darius Bashar 3Xegkkbinc - rights verify 46,,Text-Only,,,,,,,,
